ship_mode,segment,country,city,state,postal_code,region,category,sub_category,sales,quantity,discount,profit,revenue,profit_margin
Standard Class,Home Office,United States,Cleveland,Ohio,44105,East,Technology,Phones,110.376,4,0.4,-20.2356,110.376,-18.33
Standard Class,Home Office,United States,Cleveland,Ohio,44105,East,Technology,Accessories,55.176,3,0.2,15.8631,55.176,28.75
Standard Class,Consumer,United States,Waterloo,Iowa,50701,Central,Office Supplies,Art,30.32,4,0.0,11.8248,30.32,39.0
Same Day,Consumer,United States,Seattle,Washington,98105,West,Furniture,Chairs,177.568,2,0.2,8.8784,177.568,5.0
Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,19.44,3,0.0,9.3312,19.44,48.0
Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,71.28,11,0.0,34.2144,71.28,48.0
Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,1471.96,5,0.2,459.9875,1471.96,31.25
Same Day,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,79.96,5,0.2,-17.991,79.96,-22.5
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Envelopes,57.576,3,0.2,21.591,57.576,37.5
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,26.336,4,0.2,9.2176,26.336,35.0
Standard Class,Consumer,United States,San Jose,California,95123,West,Furniture,Furnishings,166.5,3,0.0,21.645,166.5,13.0
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Storage,360.38,2,0.0,93.6988,360.38,26.0
Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,11.744,1,0.2,3.8168,11.744,32.5
Second Class,Corporate,United States,Concord,New Hampshire,3301,East,Furniture,Furnishings,247.44,8,0.0,101.4504,247.44,41.0
Standard Class,Home Office,United States,Columbia,Tennessee,38401,South,Office Supplies,Binders,18.24,2,0.7,-14.592,18.24,-80.0
Standard Class,Home Office,United States,Bellevue,Washington,98006,West,Office Supplies,Supplies,25.35,3,0.0,7.605,25.35,30.0
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,119.04,6,0.0,30.9504,119.04,26.0
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Furnishings,22.14,3,0.0,6.4206,22.14,29.0
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Technology,Accessories,13.98,2,0.0,6.0114,13.98,43.0
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,43.41,1,0.0,19.9686,43.41,46.0
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Furniture,Furnishings,6.24,3,0.0,2.6208,6.24,42.0
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Appliances,465.16,2,0.0,120.9416,465.16,26.0
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,7.98,1,0.0,3.99,7.98,50.0
First Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,2.394,1,0.8,-6.3441,2.394,-265.0
Same Day,Home Office,United States,Marietta,Georgia,30062,South,Office Supplies,Paper,58.32,9,0.0,27.9936,58.32,48.0
Same Day,Home Office,United States,Marietta,Georgia,30062,South,Technology,Phones,200.97,3,0.0,50.2425,200.97,25.0
Standard Class,Corporate,United States,Montgomery,Alabama,36116,South,Furniture,Furnishings,21.36,8,0.0,8.1168,21.36,38.0
Standard Class,Corporate,United States,Plano,Texas,75023,Central,Office Supplies,Labels,9.856,4,0.2,3.4496,9.856,35.0
Second Class,Home Office,United States,Tamarac,Florida,33319,South,Office Supplies,Binders,3.444,1,0.7,-2.5256,3.444,-73.33
Second Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Supplies,384.592,2,0.2,-81.7258,384.592,-21.25
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Envelopes,22.92,3,0.0,11.2308,22.92,49.0
Second Class,Consumer,United States,Richmond,Indiana,47374,Central,Office Supplies,Binders,11.36,4,0.0,5.5664,11.36,49.0
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,14.592,3,0.2,4.9248,14.592,33.75
Standard Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Labels,41.4,4,0.0,19.872,41.4,48.0
First Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,442.372,7,0.8,-729.9138,442.372,-165.0
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,34.5,3,0.0,15.525,34.5,45.0
Same Day,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,28.85,5,0.0,14.425,28.85,50.0
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,3.488,2,0.2,1.1772,3.488,33.75
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Paper,143.856,9,0.2,48.5514,143.856,33.75
Second Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Technology,Phones,311.98,2,0.0,93.594,311.98,30.0
Second Class,Home Office,United States,Cambridge,Massachusetts,2138,East,Office Supplies,Binders,22.45,5,0.0,10.327,22.45,46.0
Standard Class,Corporate,United States,Oakland,California,94601,West,Technology,Phones,39.992,1,0.2,-7.9984,39.992,-20.0
Standard Class,Corporate,United States,Oakland,California,94601,West,Furniture,Chairs,1159.056,9,0.2,43.4646,1159.056,3.75
Standard Class,Corporate,United States,Oakland,California,94601,West,Office Supplies,Art,179.9,5,0.0,44.975,179.9,25.0
First Class,Corporate,United States,Palatine,Illinois,60067,Central,Technology,Accessories,116.312,7,0.2,23.2624,116.312,20.0
Second Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,12.42,3,0.0,4.4712,12.42,36.0
Second Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,428.4,3,0.0,89.964,428.4,21.0
Second Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,24.75,5,0.0,10.89,24.75,44.0
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Labels,87.71,7,0.0,41.2237,87.71,47.0
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,69.52,2,0.0,17.38,69.52,25.0
Second Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,20.784,2,0.2,-4.6764,20.784,-22.5
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,12.816,3,0.2,4.1652,12.816,32.5
Standard Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Labels,5.904,2,0.2,1.9926,5.904,33.75
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Furniture,Furnishings,63.824,2,0.2,9.5736,63.824,15.0
Standard Class,Consumer,United States,Marion,Ohio,43302,East,Office Supplies,Storage,141.552,3,0.2,-26.541,141.552,-18.75
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Envelopes,304.9,5,0.0,143.303,304.9,47.0
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Chairs,563.24,5,0.2,56.324,563.24,10.0
Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Furniture,Tables,661.176,2,0.4,-231.4116,661.176,-35.0
Standard Class,Home Office,United States,Lebanon,Tennessee,37087,South,Technology,Phones,239.976,3,0.2,17.9982,239.976,7.5
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,502.488,3,0.2,-87.9354,502.488,-17.5
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,196.704,6,0.2,68.8464,196.704,35.0
Second Class,Home Office,United States,Chico,California,95928,West,Furniture,Chairs,915.136,4,0.2,102.9528,915.136,11.25
Second Class,Home Office,United States,Chico,California,95928,West,Furniture,Furnishings,327.76,8,0.0,91.7728,327.76,28.0
First Class,Consumer,United States,Salem,Virginia,24153,South,Furniture,Chairs,701.96,2,0.0,168.4704,701.96,24.0
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,88.776,3,0.2,7.7679,88.776,8.75
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,64.14,3,0.0,16.6764,64.14,26.0
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,33.552,1,0.2,12.582,33.552,37.5
Standard Class,Corporate,United States,Beverly,Massachusetts,1915,East,Office Supplies,Appliances,1737.18,6,0.0,503.7822,1737.18,29.0
Standard Class,Corporate,United States,Beverly,Massachusetts,1915,East,Office Supplies,Storage,704.25,5,0.0,84.51,704.25,12.0
Standard Class,Corporate,United States,Beverly,Massachusetts,1915,East,Office Supplies,Paper,141.76,4,0.0,66.6272,141.76,47.0
Standard Class,Corporate,United States,San Diego,California,92024,West,Office Supplies,Binders,36.36,3,0.2,12.2715,36.36,33.75
First Class,Home Office,United States,San Francisco,California,94109,West,Furniture,Furnishings,25.83,3,0.0,9.5571,25.83,37.0
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,24.588,3,0.8,-38.1114,24.588,-155.0
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Envelopes,13.984,2,0.2,4.7196,13.984,33.75
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Technology,Phones,195.96,5,0.2,19.596,195.96,10.0
Second Class,Home Office,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Paper,74.352,3,0.2,23.235,74.352,31.25
Same Day,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,6.68,1,0.0,3.2064,6.68,48.0
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Office Supplies,Supplies,17.584,7,0.2,-4.1762,17.584,-23.75
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Furniture,Chairs,104.784,1,0.2,-14.4078,104.784,-13.75
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Office Supplies,Paper,47.952,3,0.2,16.7832,47.952,35.0
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Furniture,Chairs,650.352,3,0.2,-97.5528,650.352,-15.0
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Office Supplies,Labels,629.184,8,0.2,228.0792,629.184,36.25
Second Class,Corporate,United States,Eugene,Oregon,97405,West,Office Supplies,Paper,15.176,1,0.2,5.3116,15.176,35.0
Standard Class,Consumer,United States,Oxnard,California,93030,West,Furniture,Furnishings,127.95,3,0.0,21.7515,127.95,17.0
Standard Class,Corporate,United States,Fairfield,Connecticut,6824,East,Office Supplies,Storage,579.51,3,0.0,81.1314,579.51,14.0
Standard Class,Corporate,United States,Fairfield,Connecticut,6824,East,Technology,Phones,14.99,1,0.0,7.3451,14.99,49.0
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Art,151.92,4,0.0,45.576,151.92,30.0
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Labels,196.62,2,0.0,96.3438,196.62,49.0
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,144.12,3,0.0,69.1776,144.12,48.0
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,15.96,2,0.0,7.98,15.96,50.0
Second Class,Corporate,United States,Laguna Niguel,California,92677,West,Technology,Phones,39.96,5,0.2,3.4965,39.96,8.75
Second Class,Corporate,United States,Laguna Niguel,California,92677,West,Office Supplies,Paper,34.08,6,0.0,15.336,34.08,45.0
Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,10.368,2,0.2,3.6288,10.368,35.0
Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Office Supplies,Binders,7.752,3,0.2,2.8101,7.752,36.25
Second Class,Home Office,United States,Midland,Michigan,48640,Central,Office Supplies,Envelopes,15.28,2,0.0,7.4872,15.28,49.0
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Machines,65.97,3,0.0,31.0059,65.97,47.0
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,33.4,5,0.0,16.032,33.4,48.0
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,210.84,4,0.0,103.3116,210.84,49.0
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,13.98,1,0.0,4.0542,13.98,29.0
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Furniture,Furnishings,272.94,3,0.0,30.0234,272.94,11.0
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Binders,19.05,5,0.0,8.9535,19.05,47.0
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Appliances,247.716,4,0.1,93.5816,247.716,37.78
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,66.58,2,0.0,15.9792,66.58,24.0
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Art,43.92,3,0.0,12.7368,43.92,29.0
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Furniture,Furnishings,14.73,3,0.0,4.8609,14.73,33.0
Standard Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Binders,29.7,5,0.0,13.365,29.7,45.0
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,18.28,5,0.2,6.398,18.28,35.0
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Furnishings,47.04,4,0.0,15.9936,47.04,34.0
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,339.96,5,0.2,42.495,339.96,12.5
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,87.8,4,0.0,43.9,87.8,50.0
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,221.382,2,0.1,2.4598,221.382,1.11
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Machines,5199.96,4,0.0,1351.9896,5199.96,26.0
First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Storage,156.512,4,0.2,-35.2152,156.512,-22.5
First Class,Home Office,United States,Newark,Delaware,19711,East,Technology,Accessories,119.85,3,0.0,52.734,119.85,44.0
First Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Binders,30.44,2,0.0,14.9156,30.44,49.0
First Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Binders,69.28,2,0.0,33.2544,69.28,48.0
First Class,Home Office,United States,Newark,Delaware,19711,East,Technology,Phones,587.97,3,0.0,170.5113,587.97,29.0
Same Day,Home Office,United States,New York City,New York,10024,East,Office Supplies,Labels,24.55,5,0.0,12.0295,24.55,49.0
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,12.176,1,0.2,4.4138,12.176,36.25
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,37.32,3,0.0,10.4496,37.32,28.0
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Supplies,35.06,2,0.0,10.518,35.06,30.0
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Furnishings,108.4,5,0.6,-105.69,108.4,-97.5
Standard Class,Corporate,United States,Miami,Florida,33178,South,Technology,Phones,361.376,2,0.2,27.1032,361.376,7.5
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.412,1,0.7,-2.01,2.412,-83.33
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Appliances,8.39,1,0.0,2.0975,8.39,25.0
Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,337.98,2,0.0,101.394,337.98,30.0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,83.92,5,0.2,-13.637,83.92,-16.25
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,19.68,5,0.2,6.888,19.68,35.0
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,6.48,1,0.0,3.1104,6.48,48.0
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Technology,Phones,86.352,6,0.2,8.6352,86.352,10.0
Standard Class,Home Office,United States,Los Angeles,California,90032,West,Office Supplies,Art,56.3,2,0.0,15.764,56.3,28.0
Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,51.016,7,0.2,8.2901,51.016,16.25
Standard Class,Consumer,United States,Renton,Washington,98059,West,Office Supplies,Binders,150.8,5,0.2,56.55,150.8,37.5
Standard Class,Consumer,United States,Renton,Washington,98059,West,Technology,Machines,1039.992,1,0.2,103.9992,1039.992,10.0
Standard Class,Consumer,United States,Renton,Washington,98059,West,Office Supplies,Paper,51.84,8,0.0,24.8832,51.84,48.0
First Class,Home Office,United States,New York City,New York,10009,East,Technology,Phones,41.22,1,0.0,11.1294,41.22,27.0
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Supplies,240.37,1,0.0,7.2111,240.37,3.0
First Class,Home Office,United States,New York City,New York,10009,East,Technology,Phones,119.02,2,0.0,33.3256,119.02,28.0
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Binders,133.12,5,0.2,49.92,133.12,37.5
Standard Class,Corporate,United States,Grand Prairie,Texas,75051,Central,Furniture,Furnishings,38.08,5,0.6,-29.512,38.08,-77.5
Same Day,Home Office,United States,New York City,New York,10009,East,Furniture,Bookcases,113.568,2,0.2,12.7764,113.568,11.25
